venta_id,cliente_id,producto_id,canal,cantidad,precio_unitario,descuento_pct,total_venta,metodo_pago,estado_venta,fecha_venta,zona_tienda
VS-0001031,CLI-02513,PRD-0124,tienda_sur,3,172.02,0,516.06,transferencia,completada,2026-01-04 14:12:33,zona_b
VS-0001032,CLI-01024,PRD-0107,tienda_sur,7,52.86,0,370.02,transferencia,completada,2026-03-03 06:12:21,zona_b
VS-0001033,CLI-02973,PRD-0157,tienda_sur,4,269.24,0,1076.96,yape,completada,2026-01-18 04:52:21,zona_a
VS-0001034,CLI-00192,PRD-0079,tienda_sur,5,218.48,25,1092.4,tarjeta,completada,2026-01-08 17:41:27,zona_d
VS-0001035,CLI-01814,PRD-0132,tienda_sur,4,625.37,5,2501.48,transferencia,completada,2026-01-25 10:01:58,zona_a
VS-0001036,CLI-01196,PRD-0071,tienda_sur,3,71.07,0,213.21,yape,completada,2026-03-18 07:21:55,zona_c
VS-0001037,CLI-02797,PRD-0099,tienda_sur,3,270.47,25,811.41,efectivo,completada,2026-03-04 04:01:50,zona_a
VS-0001038,CLI-00405,PRD-0139,tienda_sur,5,17.73,5,88.65,efectivo,completada,2026-03-04 13:21:54,zona_b
VS-0001039,CLI-01671,PRD-0052,tienda_sur,7,391.33,0,2739.31,efectivo,pendiente,2026-01-15 19:54:56,zona_d
VS-0001040,CLI-02869,PRD-0010,tienda_sur,1,147.48,0,147.48,tarjeta,completada,2026-01-16 16:57:37,zona_c
VS-0001041,CLI-02680,PRD-0046,tienda_sur,2,362.76,0,725.52,transferencia,pendiente,2026-01-12 14:09:42,zona_c
VS-0001042,CLI-00761,PRD-0064,tienda_sur,2,56.47,0,112.94,tarjeta,completada,2026-02-19 23:32:53,zona_b
VS-0001043,CLI-00707,PRD-0135,tienda_sur,2,111.43,10,222.86,yape,completada,2026-02-03 07:40:18,zona_a
VS-0001044,CLI-02753,PRD-0165,tienda_sur,5,867.52,5,4337.6,tarjeta,completada,2026-03-30 02:07:50,zona_c
VS-0001045,CLI-01313,PRD-0142,tienda_sur,3,121.27,0,363.81,tarjeta,completada,2026-03-12 09:26:21,zona_a
VS-0001046,CLI-00165,PRD-0043,tienda_sur,8,24.14,0,193.12,tarjeta,completada,2026-02-03 13:02:28,zona_c
VS-0001047,CLI-00473,PRD-0158,tienda_sur,7,230.04,0,1610.28,efectivo,completada,2026-02-19 15:43:06,zona_d
VS-0001048,CLI-00331,PRD-0102,tienda_sur,4,74.67,0,298.68,efectivo,completada,2026-03-07 22:56:07,zona_a
VS-0001049,CLI-02528,PRD-0188,tienda_sur,7,100.11,5,700.77,tarjeta,completada,2026-01-26 11:12:33,zona_a
VS-0001050,CLI-02840,PRD-0036,tienda_sur,3,38.79,10,116.37,efectivo,completada,2026-01-23 06:31:48,zona_c
VS-0001051,CLI-02034,PRD-0072,tienda_sur,8,32.66,0,261.28,tarjeta,completada,2026-02-16 15:35:44,zona_b
VS-0001052,CLI-02032,PRD-0066,tienda_sur,8,819.09,0,6552.72,tarjeta,completada,2026-03-07 03:42:48,zona_b
VS-0001053,CLI-00492,PRD-0127,tienda_sur,8,32.83,20,262.64,transferencia,completada,2026-02-17 15:07:14,zona_c
VS-0001054,CLI-01095,PRD-0200,tienda_sur,4,32.25,5,129.0,efectivo,completada,2026-01-22 12:53:46,zona_a
VS-0001055,CLI-01168,PRD-0016,tienda_sur,8,200.22,0,1601.76,tarjeta,completada,2026-02-18 04:34:52,zona_d
VS-0001056,CLI-00188,PRD-0030,tienda_sur,4,234.5,5,938.0,tarjeta,completada,2026-02-01 21:44:14,zona_a
VS-0001057,CLI-01121,PRD-0058,tienda_sur,1,140.42,20,140.42,transferencia,completada,2026-02-10 07:08:00,zona_b
VS-0001058,CLI-00574,PRD-0185,tienda_sur,7,169.81,5,1188.67,transferencia,completada,2026-03-04 21:09:10,zona_c
VS-0001059,CLI-02930,PRD-0103,tienda_sur,7,375.62,0,2629.34,yape,completada,2026-03-22 16:46:50,zona_b
VS-0001060,CLI-00765,PRD-0144,tienda_sur,4,78.08,0,312.32,yape,completada,2026-01-05 14:13:39,zona_d
VS-0001061,CLI-01218,PRD-0137,tienda_sur,4,111.85,15,447.4,efectivo,completada,2026-01-24 20:05:03,zona_c
VS-0001062,CLI-02959,PRD-0011,tienda_sur,4,71.6,5,286.4,tarjeta,completada,2026-03-20 23:01:55,zona_b
VS-0001063,CLI-00377,PRD-0009,tienda_sur,2,42.18,10,84.36,transferencia,devuelta,2026-01-06 10:46:10,zona_c
VS-0001064,CLI-01516,PRD-0026,tienda_sur,5,1165.21,0,5826.05,transferencia,completada,2026-02-24 05:20:05,zona_d
VS-0001065,CLI-00729,PRD-0103,tienda_sur,8,356.84,5,2854.72,tarjeta,completada,2026-02-01 14:44:33,zona_a
VS-0001066,CLI-02194,PRD-0120,tienda_sur,6,261.49,10,1568.94,transferencia,completada,2026-03-20 04:18:09,zona_d
VS-0001067,CLI-00889,PRD-0178,tienda_sur,1,78.84,10,78.84,yape,completada,2026-01-06 11:05:08,zona_c
VS-0001068,CLI-02785,PRD-0080,tienda_sur,8,142.71,0,1141.68,tarjeta,completada,2026-02-14 11:44:28,zona_d
VS-0001069,CLI-01800,PRD-0058,tienda_sur,1,157.98,10,157.98,tarjeta,completada,2026-02-26 09:08:59,zona_d
VS-0001070,CLI-00028,PRD-0002,tienda_sur,2,30.58,15,61.16,yape,completada,2026-01-15 11:09:00,zona_d
VS-0001071,CLI-01172,PRD-0163,tienda_sur,8,88.02,5,704.16,efectivo,completada,2026-02-20 08:01:15,zona_a
VS-0001072,CLI-00359,PRD-0131,tienda_sur,3,345.73,0,1037.19,tarjeta,completada,2026-03-31 08:13:38,zona_d
VS-0001073,CLI-00118,PRD-0072,tienda_sur,5,26.13,20,130.65,efectivo,completada,2026-02-05 08:27:08,zona_c
VS-0001074,CLI-00437,PRD-0115,tienda_sur,8,1144.16,0,9153.28,tarjeta,completada,2026-02-18 23:13:31,zona_a
VS-0001075,CLI-00023,PRD-0128,tienda_sur,2,40.49,20,80.98,transferencia,completada,2026-01-20 09:57:24,zona_d
VS-0001076,CLI-02710,PRD-0062,tienda_sur,1,127.56,0,127.56,yape,completada,2026-02-12 01:16:43,zona_b
VS-0001077,CLI-00190,PRD-0015,tienda_sur,2,54.47,5,108.94,efectivo,completada,2026-01-17 07:21:36,zona_b
VS-0001078,CLI-02121,PRD-0149,tienda_sur,2,246.35,10,492.7,transferencia,completada,2026-01-03 04:34:31,zona_c
VS-0001079,CLI-00390,PRD-0031,tienda_sur,3,279.72,10,839.16,tarjeta,completada,2026-02-06 13:32:25,zona_b
VS-0001080,CLI-02087,PRD-0052,tienda_sur,6,352.2,10,2113.2,tarjeta,completada,2026-03-20 09:00:43,zona_a
VS-0001081,CLI-02780,PRD-0166,tienda_sur,6,466.77,5,2800.62,tarjeta,completada,2026-03-24 23:14:29,zona_b
VS-0001082,CLI-00201,PRD-0042,tienda_sur,8,76.12,0,608.96,transferencia,completada,2026-01-03 09:22:51,zona_d
VS-0001083,CLI-02106,PRD-0143,tienda_sur,4,21.27,5,85.08,transferencia,completada,2026-02-23 08:17:16,zona_a
VS-0001084,CLI-01142,PRD-0115,tienda_sur,3,1144.16,0,3432.48,efectivo,completada,2026-03-28 02:37:49,zona_b
VS-0001085,CLI-01579,PRD-0168,tienda_sur,7,242.26,20,1695.82,yape,completada,2026-03-27 05:44:46,zona_d
VS-0001086,CLI-01428,PRD-0127,tienda_sur,3,41.04,0,123.12,tarjeta,completada,2026-02-16 21:28:14,zona_a
VS-0001087,CLI-02712,PRD-0105,tienda_sur,6,78.57,0,471.42,tarjeta,pendiente,2026-02-05 03:47:09,zona_c
VS-0001088,CLI-02747,PRD-0144,tienda_sur,4,62.46,20,249.84,yape,completada,2026-03-13 19:32:02,zona_c
VS-0001089,CLI-00302,PRD-0193,tienda_sur,1,41.94,10,41.94,transferencia,completada,2026-02-20 10:13:12,zona_d
VS-0001090,CLI-01085,PRD-0181,tienda_sur,6,106.33,0,637.98,tarjeta,completada,2026-01-25 18:46:13,zona_d
VS-0001091,CLI-01435,PRD-0020,tienda_sur,4,325.09,0,1300.36,tarjeta,completada,2026-02-23 18:59:24,zona_b
VS-0001092,CLI-00180,PRD-0059,tienda_sur,1,145.94,0,145.94,transferencia,completada,2026-01-07 23:42:41,zona_a
VS-0001093,CLI-00380,PRD-0174,tienda_sur,3,285.09,10,855.27,transferencia,completada,2026-03-22 23:23:44,zona_c
VS-0001094,CLI-01766,PRD-0058,tienda_sur,6,175.53,0,1053.18,tarjeta,completada,2026-01-30 11:46:51,zona_c
VS-0001095,CLI-00196,PRD-0176,tienda_sur,1,60.42,15,60.42,efectivo,completada,2026-01-24 21:23:54,zona_d
VS-0001096,CLI-01931,PRD-0008,tienda_sur,4,996.57,10,3986.28,yape,completada,2026-01-06 20:40:57,zona_c
VS-0001097,CLI-00164,PRD-0141,tienda_sur,7,113.94,20,797.58,efectivo,devuelta,2026-02-14 06:14:48,zona_a
VS-0001098,CLI-01003,PRD-0039,tienda_sur,7,58.03,5,406.21,transferencia,completada,2026-01-03 03:23:41,zona_d
VS-0001099,CLI-02763,PRD-0107,tienda_sur,5,50.22,5,251.1,transferencia,completada,2026-03-03 11:34:25,zona_d
VS-0001100,CLI-01250,PRD-0123,tienda_sur,3,40.34,0,121.02,efectivo,completada,2026-01-13 11:48:33,zona_c
VS-0001101,CLI-01383,PRD-0093,tienda_sur,4,676.37,25,2705.48,yape,completada,2026-03-02 13:50:13,zona_d
VS-0001102,CLI-01666,PRD-0017,tienda_sur,4,739.99,0,2959.96,yape,completada,2026-01-24 23:50:12,zona_c
VS-0001103,CLI-01901,PRD-0190,tienda_sur,4,225.12,5,900.48,yape,completada,2026-02-13 08:40:29,zona_d
VS-0001104,CLI-01940,PRD-0001,tienda_sur,5,380.31,0,1901.55,tarjeta,completada,2026-01-08 12:21:28,zona_d
VS-0001105,CLI-00191,PRD-0027,tienda_sur,8,30.66,0,245.28,transferencia,completada,2026-02-02 02:46:22,zona_a
VS-0001106,CLI-02862,PRD-0096,tienda_sur,4,66.38,15,265.52,tarjeta,completada,2026-03-22 17:24:41,zona_a
VS-0001107,CLI-01514,PRD-0119,tienda_sur,7,127.64,25,893.48,efectivo,completada,2026-03-25 04:42:28,zona_d
VS-0001108,CLI-00269,PRD-0026,tienda_sur,1,1165.21,0,1165.21,efectivo,pendiente,2026-03-06 14:29:20,zona_a
VS-0001109,CLI-01855,PRD-0037,tienda_sur,5,75.32,0,376.6,tarjeta,pendiente,2026-03-16 11:50:34,zona_c
VS-0001110,CLI-02357,PRD-0170,tienda_sur,6,106.17,5,637.02,efectivo,completada,2026-01-18 06:28:48,zona_d
VS-0001111,CLI-00700,PRD-0149,tienda_sur,6,273.72,0,1642.32,yape,completada,2026-01-08 09:30:57,zona_d
VS-0001112,CLI-01331,PRD-0069,tienda_sur,1,52.47,5,52.47,yape,completada,2026-01-10 03:18:06,zona_c
VS-0001113,CLI-00474,PRD-0167,tienda_sur,2,135.17,15,270.34,yape,completada,2026-01-04 20:02:53,zona_c
VS-0001114,CLI-00423,PRD-0113,tienda_sur,3,163.22,0,489.66,yape,completada,2026-03-24 13:20:57,zona_d
VS-0001115,CLI-00406,PRD-0018,tienda_sur,5,143.21,0,716.05,efectivo,completada,2026-01-15 20:57:18,zona_d
VS-0001116,CLI-01320,PRD-0112,tienda_sur,7,273.86,5,1917.02,tarjeta,completada,2026-03-19 18:24:46,zona_a
VS-0001117,CLI-02583,PRD-0083,tienda_sur,8,88.08,5,704.64,efectivo,completada,2026-02-22 05:14:18,zona_d
VS-0001118,CLI-00748,PRD-0003,tienda_sur,5,150.03,15,750.15,efectivo,completada,2026-02-13 19:31:06,zona_a
VS-0001119,CLI-02323,PRD-0060,tienda_sur,7,132.18,5,925.26,tarjeta,completada,2026-02-15 21:18:25,zona_d
VS-0001120,CLI-02619,PRD-0070,tienda_sur,4,432.08,15,1728.32,tarjeta,completada,2026-02-20 08:32:24,zona_b
VS-0001121,CLI-02479,PRD-0116,tienda_sur,4,8.29,10,33.16,tarjeta,completada,2026-02-23 21:47:14,zona_b
VS-0001122,CLI-00477,PRD-0150,tienda_sur,4,779.21,5,3116.84,yape,completada,2026-02-24 06:18:59,zona_b
VS-0001123,CLI-02449,PRD-0027,tienda_sur,1,30.66,0,30.66,efectivo,completada,2026-03-22 12:07:01,zona_d
VS-0001124,CLI-00358,PRD-0171,tienda_sur,4,27.64,10,110.56,tarjeta,completada,2026-03-27 02:16:30,zona_b
VS-0001125,CLI-02720,PRD-0118,tienda_sur,1,45.25,15,45.25,efectivo,completada,2026-02-12 19:50:39,zona_a
VS-0001126,CLI-00171,PRD-0112,tienda_sur,8,259.44,10,2075.52,tarjeta,completada,2026-02-08 11:45:05,zona_d
VS-0001127,CLI-00399,PRD-0111,tienda_sur,5,73.87,0,369.35,tarjeta,completada,2026-01-28 15:02:16,zona_d
VS-0001128,CLI-00758,PRD-0059,tienda_sur,6,145.94,0,875.64,transferencia,completada,2026-01-08 04:46:47,zona_c
VS-0001129,CLI-00931,PRD-0044,tienda_sur,5,105.96,0,529.8,efectivo,completada,2026-02-18 18:14:56,zona_b
VS-0001130,CLI-02832,PRD-0089,tienda_sur,7,68.95,0,482.65,tarjeta,completada,2026-01-03 00:46:20,zona_d
VS-0001131,CLI-02809,PRD-0031,tienda_sur,4,310.8,0,1243.2,transferencia,completada,2026-02-17 11:13:59,zona_b
VS-0001132,CLI-00394,PRD-0072,tienda_sur,4,31.03,5,124.12,tarjeta,completada,2026-03-05 22:03:51,zona_c
VS-0001133,CLI-00173,PRD-0037,tienda_sur,6,67.79,10,406.74,yape,completada,2026-01-02 05:51:07,zona_a
VS-0001134,CLI-02171,PRD-0086,tienda_sur,4,17.6,0,70.4,yape,completada,2026-02-21 20:51:29,zona_c
VS-0001135,CLI-01311,PRD-0188,tienda_sur,8,100.11,5,800.88,yape,completada,2026-01-12 08:02:40,zona_b
VS-0001136,CLI-01488,PRD-0052,tienda_sur,2,391.33,0,782.66,efectivo,completada,2026-03-10 01:48:51,zona_c
VS-0001137,CLI-01406,PRD-0075,tienda_sur,8,64.73,5,517.84,tarjeta,devuelta,2026-01-21 21:24:31,zona_b
VS-0001138,CLI-02409,PRD-0057,tienda_sur,1,358.8,10,358.8,tarjeta,completada,2026-03-23 06:21:51,zona_c
VS-0001139,CLI-02075,PRD-0167,tienda_sur,7,143.12,10,1001.84,yape,completada,2026-01-29 15:59:19,zona_c
VS-0001140,CLI-00111,PRD-0027,tienda_sur,1,29.13,5,29.13,tarjeta,completada,2026-02-22 22:24:08,zona_c
VS-0001141,CLI-01595,PRD-0064,tienda_sur,3,45.18,20,135.54,transferencia,completada,2026-02-14 19:26:59,zona_d
VS-0001142,CLI-02888,PRD-0028,tienda_sur,5,8.09,5,40.45,tarjeta,pendiente,2026-01-30 13:30:50,zona_a
VS-0001143,CLI-00409,PRD-0160,tienda_sur,3,46.94,0,140.82,yape,completada,2026-03-27 06:30:25,zona_b
VS-0001144,CLI-00629,PRD-0177,tienda_sur,6,852.94,20,5117.64,transferencia,completada,2026-02-25 01:57:16,zona_b
VS-0001145,CLI-00950,PRD-0039,tienda_sur,8,61.08,0,488.64,tarjeta,completada,2026-02-02 22:10:42,zona_a
VS-0001146,CLI-01738,PRD-0037,tienda_sur,6,64.02,15,384.12,efectivo,completada,2026-02-19 14:28:53,zona_b
VS-0001147,CLI-01938,PRD-0126,tienda_sur,4,1043.23,0,4172.92,efectivo,completada,2026-03-31 13:16:22,zona_c
VS-0001148,CLI-00458,PRD-0176,tienda_sur,4,63.97,10,255.88,tarjeta,completada,2026-01-27 08:34:47,zona_d
VS-0001149,CLI-02554,PRD-0028,tienda_sur,8,8.52,0,68.16,transferencia,pendiente,2026-01-18 11:49:54,zona_b
VS-0001150,CLI-00686,PRD-0039,tienda_sur,7,48.86,20,342.02,yape,completada,2026-01-24 10:15:52,zona_b
VS-0001151,CLI-00653,PRD-0098,tienda_sur,3,793.19,0,2379.57,transferencia,devuelta,2026-01-19 15:07:20,zona_a
VS-0001152,CLI-01984,PRD-0124,tienda_sur,6,172.02,0,1032.12,efectivo,completada,2026-02-13 01:30:25,zona_d
VS-0001153,CLI-02789,PRD-0198,tienda_sur,1,305.66,15,305.66,transferencia,completada,2026-02-11 01:33:10,zona_c
VS-0001154,CLI-02309,PRD-0006,tienda_sur,6,395.52,0,2373.12,efectivo,completada,2026-03-23 17:43:38,zona_b
VS-0001155,CLI-00309,PRD-0138,tienda_sur,7,116.96,20,818.72,tarjeta,completada,2026-01-03 02:10:52,zona_d
VS-0001156,CLI-00239,PRD-0174,tienda_sur,7,316.77,0,2217.39,yape,completada,2026-01-25 16:05:39,zona_b
VS-0001157,CLI-00506,PRD-0153,tienda_sur,6,1063.07,10,6378.42,efectivo,completada,2026-02-17 10:50:50,zona_a
VS-0001158,CLI-01927,PRD-0104,tienda_sur,8,195.93,0,1567.44,tarjeta,devuelta,2026-02-15 17:50:18,zona_d
VS-0001159,CLI-02471,PRD-0192,tienda_sur,7,88.41,5,618.87,efectivo,completada,2026-02-03 11:05:13,zona_b
VS-0001160,CLI-02115,PRD-0160,tienda_sur,7,46.94,0,328.58,efectivo,completada,2026-03-14 03:29:39,zona_c
VS-0001161,CLI-02452,PRD-0064,tienda_sur,8,56.47,0,451.76,efectivo,completada,2026-02-27 02:11:44,zona_b
VS-0001162,CLI-01191,PRD-0076,tienda_sur,8,135.89,0,1087.12,yape,completada,2026-02-09 03:40:59,zona_b
VS-0001163,CLI-02815,PRD-0041,tienda_sur,4,162.44,5,649.76,transferencia,completada,2026-01-24 13:48:41,zona_c
VS-0001164,CLI-01563,PRD-0062,tienda_sur,3,127.56,0,382.68,efectivo,completada,2026-01-08 04:51:03,zona_d
VS-0001165,CLI-02213,PRD-0178,tienda_sur,6,87.6,0,525.6,tarjeta,pendiente,2026-01-22 06:37:24,zona_a
VS-0001166,CLI-01746,PRD-0050,tienda_sur,3,11.33,0,33.99,tarjeta,completada,2026-03-06 19:08:17,zona_d
VS-0001167,CLI-02542,PRD-0045,tienda_sur,2,37.15,0,74.3,tarjeta,completada,2026-01-23 16:06:22,zona_c
VS-0001168,CLI-01374,PRD-0028,tienda_sur,2,8.52,0,17.04,yape,devuelta,2026-03-15 19:12:51,zona_b
VS-0001169,CLI-00959,PRD-0051,tienda_sur,5,328.46,0,1642.3,yape,completada,2026-03-22 09:41:58,zona_b
VS-0001170,CLI-01390,PRD-0110,tienda_sur,4,177.5,15,710.0,yape,completada,2026-01-09 15:37:17,zona_a
VS-0001171,CLI-00036,PRD-0143,tienda_sur,7,22.39,0,156.73,yape,completada,2026-01-21 09:34:34,zona_b
VS-0001172,CLI-02344,PRD-0001,tienda_sur,2,380.31,0,760.62,transferencia,completada,2026-02-17 00:40:27,zona_c
VS-0001173,CLI-00420,PRD-0104,tienda_sur,8,186.13,5,1489.04,efectivo,completada,2026-02-08 13:42:38,zona_b
VS-0001174,CLI-01013,PRD-0106,tienda_sur,4,233.66,0,934.64,yape,completada,2026-03-23 09:07:15,zona_c
VS-0001175,CLI-00208,PRD-0113,tienda_sur,8,155.06,5,1240.48,yape,devuelta,2026-02-18 02:28:39,zona_d
VS-0001176,CLI-01790,PRD-0111,tienda_sur,8,70.18,5,561.44,efectivo,completada,2026-01-09 19:40:03,zona_b
VS-0001177,CLI-02103,PRD-0043,tienda_sur,6,24.14,0,144.84,yape,pendiente,2026-01-21 12:00:03,zona_b
VS-0001178,CLI-01117,PRD-0144,tienda_sur,5,62.46,20,312.3,tarjeta,devuelta,2026-03-17 06:08:14,zona_b
VS-0001179,CLI-01435,PRD-0004,tienda_sur,2,53.89,0,107.78,transferencia,completada,2026-01-28 13:45:04,zona_b
VS-0001180,CLI-01083,PRD-0052,tienda_sur,2,371.76,5,743.52,tarjeta,completada,2026-01-27 15:55:43,zona_d
VS-0001181,CLI-00297,PRD-0155,tienda_sur,6,138.1,0,828.6,yape,completada,2026-02-02 00:09:35,zona_c
VS-0001182,CLI-01216,PRD-0185,tienda_sur,6,160.88,10,965.28,yape,completada,2026-02-25 17:49:46,zona_b
VS-0001183,CLI-00970,PRD-0121,tienda_sur,5,881.74,0,4408.7,tarjeta,completada,2026-02-02 21:40:31,zona_b
VS-0001184,CLI-00184,PRD-0157,tienda_sur,3,228.85,15,686.55,yape,completada,2026-03-08 01:44:23,zona_a
VS-0001185,CLI-02345,PRD-0066,tienda_sur,2,778.14,5,1556.28,tarjeta,completada,2026-02-13 21:10:51,zona_a
VS-0001186,CLI-01289,PRD-0187,tienda_sur,4,22.17,15,88.68,tarjeta,completada,2026-03-22 03:26:36,zona_b
VS-0001187,CLI-02981,PRD-0080,tienda_sur,2,114.17,20,228.34,yape,completada,2026-03-13 16:18:07,zona_d
VS-0001188,CLI-00111,PRD-0057,tienda_sur,5,398.67,0,1993.35,efectivo,completada,2026-03-01 03:15:39,zona_c
VS-0001189,CLI-01217,PRD-0151,tienda_sur,5,145.96,5,729.8,tarjeta,completada,2026-01-23 18:03:48,zona_a
VS-0001190,CLI-00367,PRD-0193,tienda_sur,3,46.6,0,139.8,yape,completada,2026-03-29 00:01:40,zona_c
VS-0001191,CLI-01421,PRD-0143,tienda_sur,1,20.15,10,20.15,yape,completada,2026-01-01 08:06:19,zona_b
VS-0001192,CLI-01580,PRD-0028,tienda_sur,7,6.82,20,47.74,transferencia,completada,2026-03-28 19:00:10,zona_a
VS-0001193,CLI-02844,PRD-0063,tienda_sur,3,161.95,25,485.85,yape,completada,2026-03-22 18:31:54,zona_a
VS-0001194,CLI-00332,PRD-0067,tienda_sur,8,96.38,5,771.04,yape,completada,2026-03-11 15:59:13,zona_d
VS-0001195,CLI-00562,PRD-0173,tienda_sur,5,167.7,5,838.5,efectivo,completada,2026-02-10 20:54:04,zona_d
VS-0001196,CLI-01718,PRD-0066,tienda_sur,2,778.14,5,1556.28,yape,completada,2026-03-26 09:38:24,zona_c
VS-0001197,CLI-00332,PRD-0150,tienda_sur,8,820.22,0,6561.76,efectivo,completada,2026-01-20 08:47:06,zona_b
VS-0001198,CLI-01578,PRD-0190,tienda_sur,5,236.97,0,1184.85,tarjeta,completada,2026-03-30 18:34:45,zona_b
VS-0001199,CLI-02723,PRD-0144,tienda_sur,3,78.08,0,234.24,efectivo,pendiente,2026-02-11 00:37:49,zona_b
VS-0001200,CLI-00551,PRD-0044,tienda_sur,5,105.96,0,529.8,tarjeta,completada,2026-03-05 23:54:22,zona_c
VS-0001201,CLI-01083,PRD-0004,tienda_sur,1,51.2,5,51.2,transferencia,completada,2026-01-21 17:33:28,zona_d
VS-0001202,CLI-00016,PRD-0145,tienda_sur,2,340.64,0,681.28,yape,devuelta,2026-03-06 13:09:35,zona_d
VS-0001203,CLI-01236,PRD-0134,tienda_sur,3,87.86,10,263.58,efectivo,completada,2026-01-27 20:30:48,zona_d
VS-0001204,CLI-01757,PRD-0012,tienda_sur,5,115.59,25,577.95,yape,completada,2026-01-19 09:51:58,zona_c
VS-0001205,CLI-02540,PRD-0173,tienda_sur,3,132.4,25,397.2,tarjeta,completada,2026-03-27 13:03:24,zona_b
VS-0001206,CLI-01432,PRD-0105,tienda_sur,5,66.78,15,333.9,transferencia,completada,2026-01-18 06:50:21,zona_c
VS-0001207,CLI-01636,PRD-0196,tienda_sur,5,41.23,0,206.15,yape,completada,2026-02-07 21:07:06,zona_c
VS-0001208,CLI-02343,PRD-0053,tienda_sur,2,4.66,10,9.32,yape,completada,2026-02-27 18:20:42,zona_b
VS-0001209,CLI-02594,PRD-0040,tienda_sur,3,145.81,15,437.43,transferencia,completada,2026-03-14 11:20:27,zona_c
VS-0001210,CLI-00249,PRD-0076,tienda_sur,5,129.1,5,645.5,yape,completada,2026-02-01 20:09:06,zona_b
VS-0001211,CLI-02513,PRD-0112,tienda_sur,3,288.27,0,864.81,yape,completada,2026-01-10 23:52:10,zona_d
VS-0001212,CLI-01211,PRD-0050,tienda_sur,4,9.63,15,38.52,transferencia,completada,2026-03-10 19:25:54,zona_a
VS-0001213,CLI-00957,PRD-0006,tienda_sur,4,336.19,15,1344.76,yape,completada,2026-02-14 08:27:13,zona_d
VS-0001214,CLI-01971,PRD-0054,tienda_sur,3,98.65,0,295.95,efectivo,completada,2026-03-12 07:59:11,zona_d
VS-0001215,CLI-01606,PRD-0069,tienda_sur,3,55.23,0,165.69,tarjeta,devuelta,2026-01-30 08:51:30,zona_d
VS-0001216,CLI-00436,PRD-0194,tienda_sur,3,149.53,15,448.59,yape,completada,2026-02-18 06:16:43,zona_b
VS-0001217,CLI-00638,PRD-0188,tienda_sur,3,105.38,0,316.14,tarjeta,completada,2026-02-21 23:31:46,zona_c
VS-0001218,CLI-02795,PRD-0085,tienda_sur,3,93.72,20,281.16,yape,completada,2026-03-20 12:09:50,zona_c
VS-0001219,CLI-00656,PRD-0024,tienda_sur,4,135.72,0,542.88,efectivo,completada,2026-01-30 01:52:02,zona_d
VS-0001220,CLI-02094,PRD-0115,tienda_sur,6,1086.95,5,6521.7,yape,pendiente,2026-03-27 15:31:41,zona_d
VS-0001221,CLI-01988,PRD-0168,tienda_sur,5,302.83,0,1514.15,tarjeta,completada,2026-02-28 06:06:45,zona_a
VS-0001222,CLI-02978,PRD-0048,tienda_sur,3,307.21,0,921.63,yape,completada,2026-01-02 01:41:34,zona_d
VS-0001223,CLI-02958,PRD-0075,tienda_sur,8,64.73,5,517.84,efectivo,completada,2026-03-18 14:11:43,zona_c
VS-0001224,CLI-01813,PRD-0169,tienda_sur,3,1064.16,0,3192.48,transferencia,completada,2026-03-05 16:42:48,zona_b
VS-0001225,CLI-01312,PRD-0111,tienda_sur,3,73.87,0,221.61,efectivo,completada,2026-01-11 13:39:45,zona_c
VS-0001226,CLI-01596,PRD-0125,tienda_sur,6,297.62,5,1785.72,yape,completada,2026-03-16 21:59:50,zona_c
VS-0001227,CLI-00385,PRD-0052,tienda_sur,5,371.76,5,1858.8,efectivo,completada,2026-02-03 11:17:02,zona_d
VS-0001228,CLI-01993,PRD-0192,tienda_sur,6,83.75,10,502.5,efectivo,completada,2026-01-28 23:31:26,zona_d
VS-0001229,CLI-00312,PRD-0129,tienda_sur,6,99.95,0,599.7,efectivo,devuelta,2026-03-19 08:47:12,zona_a
VS-0001230,CLI-00806,PRD-0114,tienda_sur,8,254.22,0,2033.76,transferencia,completada,2026-01-16 13:00:50,zona_c
VS-0001231,CLI-01855,PRD-0055,tienda_sur,8,19.28,5,154.24,transferencia,devuelta,2026-03-12 04:04:01,zona_b
VS-0001232,CLI-02235,PRD-0014,tienda_sur,4,299.8,5,1199.2,yape,completada,2026-02-07 23:23:16,zona_a
VS-0001233,CLI-00689,PRD-0127,tienda_sur,1,38.99,5,38.99,tarjeta,completada,2026-02-14 16:01:02,zona_c
VS-0001234,CLI-02941,PRD-0153,tienda_sur,6,1122.13,5,6732.78,efectivo,completada,2026-02-06 01:47:19,zona_b
VS-0001235,CLI-01736,PRD-0116,tienda_sur,4,9.21,0,36.84,transferencia,completada,2026-03-18 03:10:29,zona_a
VS-0001236,CLI-02054,PRD-0108,tienda_sur,6,125.4,10,752.4,efectivo,completada,2026-02-08 13:34:00,zona_c
VS-0001237,CLI-02407,PRD-0004,tienda_sur,7,53.89,0,377.23,tarjeta,completada,2026-01-14 00:12:44,zona_d
VS-0001238,CLI-01754,PRD-0044,tienda_sur,1,100.66,5,100.66,efectivo,completada,2026-03-24 03:23:26,zona_a
VS-0001239,CLI-00238,PRD-0036,tienda_sur,5,43.1,0,215.5,tarjeta,completada,2026-02-14 03:12:05,zona_c
VS-0001240,CLI-01364,PRD-0183,tienda_sur,5,38.87,15,194.35,efectivo,completada,2026-03-16 21:05:35,zona_a
